"","SYMBOL","ENTREZID","GENENAME"
"518","TEN1-CDK3","100529145","TEN1-CDK3 readthrough (NMD candidate)"
"519","HCG25","414765","HLA complex group 25"
"520","C17orf67","339210","chromosome 17 open reading frame 67"
"521","SNX2","6643","sorting nexin 2"
"522","WDR66","144406","WD repeat domain 66"
"523","GOLGB1","2804","golgin B1"
"524","ACSL1","2180","acyl-CoA synthetase long chain family member 1"
"525","HEATR1","55127","HEAT repeat containing 1"
"526","BRPF1","7862","bromodomain and PHD finger containing 1"
"527","MORF4L2","9643","mortality factor 4 like 2"
"528","SLC18B1","116843","solute carrier family 18 member B1"
"529","CDCP1","64866","CUB domain containing protein 1"
"530","FPGS","2356","folylpolyglutamate synthase"
"531","ZDHHC11","79844","zinc finger DHHC-type containing 11"
"532","PKP4","8502","plakophilin 4"
"533","PCNA","5111","proliferating cell nuclear antigen"
"534","ARPC2","10109","actin related protein 2/3 complex subunit 2"
"535","LSM12","124801","LSM12 homolog"
"536","SLC6A8","6535","solute carrier family 6 member 8"
"537","SHQ1","55164","SHQ1, H/ACA ribonucleoprotein assembly factor"
"538","ATP6V0E1","8992","ATPase H+ transporting V0 subunit e1"
"539","C22orf23","84645","chromosome 22 open reading frame 23"
"540","ABI2","10152","abl interactor 2"
"541","ANXA9","8416","annexin A9"
"542","RDH16","8608","retinol dehydrogenase 16"
"543","TUT1","64852","terminal uridylyl transferase 1, U6 snRNA-specific"
"544","HDAC7","51564","histone deacetylase 7"
"545","MRI1","84245","methylthioribose-1-phosphate isomerase 1"
"546","MSLN","10232","mesothelin"
"547","TMEM160","54958","transmembrane protein 160"
"548","MYH9","4627","myosin heavy chain 9"
"549","COQ6","51004","coenzyme Q6, monooxygenase"
"550","RNFT2","84900","ring finger protein, transmembrane 2"
"551","LINC00667","339290","long intergenic non-protein coding RNA 667"
"552","PDCL","5082","phosducin like"
"553","COPE","11316","coatomer protein complex subunit epsilon"
"554","ZNF765","91661","zinc finger protein 765"
"555","TBC1D10A","83874","TBC1 domain family member 10A"
"556","DMC1","11144","DNA meiotic recombinase 1"
"557","PLA2G15","23659","phospholipase A2 group XV"
"558","ANKRD18B","441459","ankyrin repeat domain 18B"
"559","CMC2","56942","C-X9-C motif containing 2"
"560","ZNF784","147808","zinc finger protein 784"
"561","MAPK8IP2","23542","mitogen-activated protein kinase 8 interacting protein 2"
"562","SLC41A2","84102","solute carrier family 41 member 2"
"563","USP3-AS1","100130855","USP3 antisense RNA 1"
"564","LETM2","137994","leucine zipper and EF-hand containing transmembrane protein 2"
"565","DALRD3","55152","DALR anticodon binding domain containing 3"
"566","MIR3138","100423011","microRNA 3138"
"567","MSRB3","253827","methionine sulfoxide reductase B3"
"568","ASB2","51676","ankyrin repeat and SOCS box containing 2"
"569","ACSBG1","23205","acyl-CoA synthetase bubblegum family member 1"
"570","DLEC1","9940","DLEC1 cilia and flagella associated protein"
"571","TAF9B","51616","TATA-box binding protein associated factor 9b"
"572","SBK1","388228","SH3 domain binding kinase 1"
"573","SGSM2","9905","small G protein signaling modulator 2"
"574","LOC653712","653712","intraflagellar transport 122 homolog (Chlamydomonas) pseudogene"
"575","SLC44A1","23446","solute carrier family 44 member 1"
"576","MYL6","4637","myosin light chain 6"
"577","PABPC1","26986","poly(A) binding protein cytoplasmic 1"
"578","CTBS","1486","chitobiase"
"579","PLA2G4B","100137049","phospholipase A2 group IVB"
"580","LAMTOR2","28956","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2"
"581","UMPS","7372","uridine monophosphate synthetase"
"582","PAPLN","89932","papilin, proteoglycan like sulfated glycoprotein"
"583","DYNLT3","6990","dynein light chain Tctex-type 3"
"584","AGBL3","340351","ATP/GTP binding protein like 3"
"585","BCL2L12","83596","BCL2 like 12"
"586","LINC00319","284836","long intergenic non-protein coding RNA 319"
"587","CD180","4064","CD180 molecule"
"588","LINC00235","64493","long intergenic non-protein coding RNA 235"
"589","PPP1R15B","84919","protein phosphatase 1 regulatory subunit 15B"
"590","SRSF9","8683","serine and arginine rich splicing factor 9"
"591","PITPNB","23760","phosphatidylinositol transfer protein beta"
"592","LEPROT","54741","leptin receptor overlapping transcript"
"593","CLK3","1198","CDC like kinase 3"
"594","TMEM171","134285","transmembrane protein 171"
"595","TMC4","147798","transmembrane channel like 4"
"596","DYDC2","84332","DPY30 domain containing 2"
"597","MRPS22","56945","mitochondrial ribosomal protein S22"
"598","PLIN1","5346","perilipin 1"
"599","FANCB","2187","FA complementation group B"
"600","TLN1","7094","talin 1"
"601","PRICKLE1","144165","prickle planar cell polarity protein 1"
"602","RAB5A","5868","RAB5A, member RAS oncogene family"
"603","TRIM27","5987","tripartite motif containing 27"
"604","STAMBP","10617","STAM binding protein"
"605","ABCD2","225","ATP binding cassette subfamily D member 2"
"606","BTBD3","22903","BTB domain containing 3"
"607","ZNF785","146540","zinc finger protein 785"
"608","SH3YL1","26751","SH3 and SYLF domain containing 1"
"609","CABP4","57010","calcium binding protein 4"
"610","ALDH16A1","126133","aldehyde dehydrogenase 16 family member A1"
"611","ADRA2A","150","adrenoceptor alpha 2A"
"612","MAGI1","9223","membrane associated guanylate kinase, WW and PDZ domain containing 1"
"613","IPO7","10527","importin 7"
"614","KCTD1","284252","potassium channel tetramerization domain containing 1"
"615","SLC9A7","84679","solute carrier family 9 member A7"
"616","KIZ","55857","kizuna centrosomal protein"
"617","PCDHB14","56122","protocadherin beta 14"
"618","B4GALT1","2683","beta-1,4-galactosyltransferase 1"
"619","NAV2-AS2","100874014","NAV2 antisense RNA 2"
"620","PPP1R1C","151242","protein phosphatase 1 regulatory inhibitor subunit 1C"
"621","TNFRSF10A","8797","TNF receptor superfamily member 10a"
"622","ELFN1","392617","extracellular leucine rich repeat and fibronectin type III domain containing 1"
"623","TRIM23","373","tripartite motif containing 23"
"624","HERC2P9","440248","hect domain and RLD 2 pseudogene 9"
"625","CDC37L1","55664","cell division cycle 37 like 1"
"626","MYOF","26509","myoferlin"
"627","SERPINB4","6318","serpin family B member 4"
"628","PHRF1","57661","PHD and ring finger domains 1"
"629","PDCD11","22984","programmed cell death 11"
"630","TMPRSS11E","28983","transmembrane serine protease 11E"
"631","TMEM158","25907","transmembrane protein 158 (gene/pseudogene)"
"632","SUMF1","285362","sulfatase modifying factor 1"
"633","CAMK4","814","calcium/calmodulin dependent protein kinase IV"
"634","DCST2","127579","DC-STAMP domain containing 2"
"635","GLRX3","10539","glutaredoxin 3"
"636","GSG1L","146395","GSG1 like"
"637","COG7","91949","component of oligomeric golgi complex 7"
"638","CES1P1","51716","carboxylesterase 1 pseudogene 1"
"639","PMM1","5372","phosphomannomutase 1"
"640","ZNF222","7673","zinc finger protein 222"
"641","AIDA","64853","axin interactor, dorsalization associated"
"642","LPCAT1","79888","lysophosphatidylcholine acyltransferase 1"
"643","DNAH12","201625","dynein axonemal heavy chain 12"
"644","CCAT1","100507056","colon cancer associated transcript 1"
"645","GDF5","8200","growth differentiation factor 5"
"646","DUSP18","150290","dual specificity phosphatase 18"
"647","ABLIM1","3983","actin binding LIM protein 1"
"648","B3GNT6","192134","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6"
"649","CTDNEP1","23399","CTD nuclear envelope phosphatase 1"
"650","WDR34","89891","WD repeat domain 34"
"651","ZNF77","58492","zinc finger protein 77"
"652","TRIM26","7726","tripartite motif containing 26"
"653","CSNK1A1","1452","casein kinase 1 alpha 1"
"654","ZNF90","7643","zinc finger protein 90"
"655","TERF1","7013","telomeric repeat binding factor 1"
"656","NUP85","79902","nucleoporin 85"
"657","COX6B2","125965","cytochrome c oxidase subunit 6B2"
"658","LGALS7B","653499","galectin 7B"
"659","SEMA4C","54910","semaphorin 4C"
"660","BNC2","54796","basonuclin 2"
"661","MAPK7","5598","mitogen-activated protein kinase 7"
"662","ANO6","196527","anoctamin 6"
"663","TOB1","10140","transducer of ERBB2, 1"
"664","NDUFAF3","25915","NADH:ubiquinone oxidoreductase complex assembly factor 3"
"665","FOXK1","221937","forkhead box K1"
"666","ANKRD39","51239","ankyrin repeat domain 39"
"667","ANKRD1","27063","ankyrin repeat domain 1"
"668","MRPL16","54948","mitochondrial ribosomal protein L16"
"669","PTPN9","5780","protein tyrosine phosphatase non-receptor type 9"
"670","HIST2H2AB","317772","histone cluster 2 H2A family member b"
"671","ALPL","249","alkaline phosphatase, biomineralization associated"
"672","ENGASE","64772","endo-beta-N-acetylglucosaminidase"
"673","KLHDC4","54758","kelch domain containing 4"
"674","RAB3GAP2","25782","RAB3 GTPase activating non-catalytic protein subunit 2"
"675","RASEF","158158","RAS and EF-hand domain containing"
"676","FKBPL","63943","FKBP prolyl isomerase like"
"677","IL1RAP","3556","interleukin 1 receptor accessory protein"
"678","LINC01311","100652736","long intergenic non-protein coding RNA 1311"
"679","PRDM2","7799","PR/SET domain 2"
"680","NME9","347736","NME/NM23 family member 9"
"681","NUDT12","83594","nudix hydrolase 12"
"682","RSL1D1","26156","ribosomal L1 domain containing 1"
"683","MYOM1","8736","myomesin 1"
"684","TRPV4","59341","transient receptor potential cation channel subfamily V member 4"
"685","TRIM21","6737","tripartite motif containing 21"
"686","LYG1","129530","lysozyme g1"
"687","PLEKHA3","65977","pleckstrin homology domain containing A3"
"688","XPO5","57510","exportin 5"
"689","ZNF343","79175","zinc finger protein 343"
"690","SACS","26278","sacsin molecular chaperone"
"691","WWP2","11060","WW domain containing E3 ubiquitin protein ligase 2"
"692","TMED5","50999","transmembrane p24 trafficking protein 5"
"693","VPS26B","112936","VPS26, retromer complex component B"
"694","HMBS","3145","hydroxymethylbilane synthase"
"695","USP8","9101","ubiquitin specific peptidase 8"
"696","SPRR1A","6698","small proline rich protein 1A"
"697","ERI1","90459","exoribonuclease 1"
"698","ERBB3","2065","erb-b2 receptor tyrosine kinase 3"
"699","CGN","57530","cingulin"
"700","SNAP29","9342","synaptosome associated protein 29"
"701","ZNF25","219749","zinc finger protein 25"
"702","NSMCE2","286053","NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase"
"703","TIMM8A","1678","translocase of inner mitochondrial membrane 8A"
"704","VWA8","23078","von Willebrand factor A domain containing 8"
"705","ZFHX2","85446","zinc finger homeobox 2"
"706","SOCS7","30837","suppressor of cytokine signaling 7"
"707","BNIP3L","665","BCL2 interacting protein 3 like"
"708","CTNNBIP1","56998","catenin beta interacting protein 1"
"709","NRIP3","56675","nuclear receptor interacting protein 3"
"710","SMG8","55181","SMG8 nonsense mediated mRNA decay factor"
"711","TMEM25","84866","transmembrane protein 25"
"712","LINC00273","649159","long intergenic non-protein coding RNA 273"
"713","RBM24","221662","RNA binding motif protein 24"
"714","CTSH","1512","cathepsin H"
"715","HNRNPA1L2","144983","heterogeneous nuclear ribonucleoprotein A1 like 2"
"716","LINC00958","100506305","long intergenic non-protein coding RNA 958"
"717","LHFPL2","10184","LHFPL tetraspan subfamily member 2"
"718","ERI2","112479","ERI1 exoribonuclease family member 2"
"719","HDAC8","55869","histone deacetylase 8"
"720","NR4A3","8013","nuclear receptor subfamily 4 group A member 3"
"721","TBPL1","9519","TATA-box binding protein like 1"
"722","PSCA","8000","prostate stem cell antigen"
"723","TSTD3","100130890","thiosulfate sulfurtransferase like domain containing 3"
"724","C8orf37","157657","chromosome 8 open reading frame 37"
"725","C16orf74","404550","chromosome 16 open reading frame 74"
"726","PRDM6","93166","PR/SET domain 6"
"727","KCNG1","3755","potassium voltage-gated channel modifier subfamily G member 1"
"728","TRAPPC10","7109","trafficking protein particle complex 10"
"729","SLC47A1","55244","solute carrier family 47 member 1"
"730","CATSPER1","117144","cation channel sperm associated 1"
"731","TECPR2","9895","tectonin beta-propeller repeat containing 2"
"732","CCDC22","28952","coiled-coil domain containing 22"
"733","FER1L6","654463","fer-1 like family member 6"
"734","ECT2","1894","epithelial cell transforming 2"
"735","NADK2","133686","NAD kinase 2, mitochondrial"
"736","ANKRD66","100287718","ankyrin repeat domain 66"
"737","BDP1","55814","B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB"
"738","TMOD2","29767","tropomodulin 2"
"739","PSMC4","5704","proteasome 26S subunit, ATPase 4"
"740","MGST1","4257","microsomal glutathione S-transferase 1"
"741","FRMD4B","23150","FERM domain containing 4B"
"742","FASTKD3","79072","FAST kinase domains 3"
"743","MPP2","4355","membrane palmitoylated protein 2"
"744","UBIAD1","29914","UbiA prenyltransferase domain containing 1"
"745","TMEM64","169200","transmembrane protein 64"
"746","RPGRIP1L","23322","RPGRIP1 like"
"747","B3GALNT2","148789","beta-1,3-N-acetylgalactosaminyltransferase 2"
"748","NFKBID","84807","NFKB inhibitor delta"
"749","MIR205","406988","microRNA 205"
"750","ASCC3","10973","activating signal cointegrator 1 complex subunit 3"
"751","EEF1A1","1915","eukaryotic translation elongation factor 1 alpha 1"
"752","PI4KAP1","728233","phosphatidylinositol 4-kinase alpha pseudogene 1"
"753","ZBTB21","49854","zinc finger and BTB domain containing 21"
"754","ABCC5","10057","ATP binding cassette subfamily C member 5"
"755","GMPPA","29926","GDP-mannose pyrophosphorylase A"
"756","PCDHGA6","56109","protocadherin gamma subfamily A, 6"
"757","RMND1","55005","required for meiotic nuclear division 1 homolog"
"758","SNORD116-4","100033416","small nucleolar RNA, C/D box 116-4"
"759","FZD10","11211","frizzled class receptor 10"
"760","PIPSL","266971","PIP5K1A and PSMD4 like (pseudogene)"
"761","ARID2","196528","AT-rich interaction domain 2"
"762","TUBAL3","79861","tubulin alpha like 3"
"763","FAM86B1","85002","family with sequence similarity 86 member B1"
"764","FOXL2NB","401089","FOXL2 neighbor"
"765","FLT3LG","2323","fms related tyrosine kinase 3 ligand"
"766","GADD45GIP1","90480","GADD45G interacting protein 1"
"767","GLB1L","79411","galactosidase beta 1 like"
"768","PRPF39","55015","pre-mRNA processing factor 39"
"769","SVIP","258010","small VCP interacting protein"
"770","BBS7","55212","Bardet-Biedl syndrome 7"
"771","AGAP6","414189","ArfGAP with GTPase domain, ankyrin repeat and PH domain 6"
"772","CAPN15","6650","calpain 15"
"773","ACP2","53","acid phosphatase 2, lysosomal"
"774","RBM10","8241","RNA binding motif protein 10"
"775","EME1","146956","essential meiotic structure-specific endonuclease 1"
"776","STARD9","57519","StAR related lipid transfer domain containing 9"
"777","MKNK2","2872","MAPK interacting serine/threonine kinase 2"
"778","MICA","100507436","MHC class I polypeptide-related sequence A"
"779","RPL24","6152","ribosomal protein L24"
"780","CENPI","2491","centromere protein I"
"781","ERICH1","157697","glutamate rich 1"
"782","HR","55806","HR lysine demethylase and nuclear receptor corepressor"
"783","RASGRP3","25780","RAS guanyl releasing protein 3"
"784","PRKAA2","5563","protein kinase AMP-activated catalytic subunit alpha 2"
"785","RGCC","28984","regulator of cell cycle"
"786","FLJ37201","283011","tigger transposable element derived 2 pseudogene"
"787","NCF4","4689","neutrophil cytosolic factor 4"
"788","FBXL2","25827","F-box and leucine rich repeat protein 2"
"789","PPHLN1","51535","periphilin 1"
"790","MIR1204","100302185","microRNA 1204"
"791","NFYA","4800","nuclear transcription factor Y subunit alpha"
"792","TRAF7","84231","TNF receptor associated factor 7"
"793","LINC00987","100499405","long intergenic non-protein coding RNA 987"
"794","IL36A","27179","interleukin 36 alpha"
"795","TNFRSF13C","115650","TNF receptor superfamily member 13C"
"796","ZNF445","353274","zinc finger protein 445"
"797","RLF","6018","rearranged L-myc fusion"
"798","ITPRIP","85450","inositol 1,4,5-trisphosphate receptor interacting protein"
"799","TBC1D17","79735","TBC1 domain family member 17"
